,UniprotID,GO.annotation.,X.1,Notes,Hcategory,Mcategory,Lcategory,category,Chebicategory,decision,importantCategory
1874,O13838,"GO:0005543; F:phospholipid binding; IBA:GO_Central, GO:0003697; F:single-stranded DNA binding; IBA:GO_Central.","7.B. Proteins, 7.C. Nucleic acids",X,NA,NA,NA,NA,NA,NA,
1875,Q09601,"GO:0005543; F:phospholipid binding; IBA:GO_Central, GO:0003697; F:single-stranded DNA binding; IBA:GO_Central.","7.B. Proteins, 7.C. Nucleic acids",X,NA,NA,NA,NA,NA,NA,
1876,O74500,GO:0017056; F:structural constituent of nuclear pore; ISO:PomBase.,"7.B. Proteins, 7.C. Nucleic acids",X,NA,NA,NA,NA,NA,NA,
1877,F6ZDS4,"GO:0003682; F:chromatin binding; ISS:UniProtKB, GO:0031072; F:heat shock protein binding; ISS:UniProtKB, GO:0051019; F:mitogen-activated protein kinase binding; ISS:UniProtKB, GO:0003729; F:mRNA binding; ISS:UniProtKB, GO:0042803; F:protein homodimerization activity; ISS:UniProtKB, GO:0017056; F:structural constituent of nuclear pore; ISS:UniProtKB, GO:0070840; F:dynein complex binding; ISO:MGI, GO:0015631; F:tubulin binding; ISO:MGI.","7.B protein, 7.C. Nucleic acids",X,NA,NA,NA,NA,NA,NA,
1878,Q5EE04,"GO:0003682; F:chromatin binding; ISS:UniProtKB, GO:0031072; F:heat shock protein binding; ISS:UniProtKB, GO:0051019; F:mitogen-activated protein kinase binding; ISS:UniProtKB, GO:0003729; F:mRNA binding; ISS:UniProtKB, GO:0042803; F:protein homodimerization activity; ISS:UniProtKB, GO:0017056; F:structural constituent of nuclear pore; ISS:UniProtKB.","7.B. Proteins,7.C. Nucleic acids",L2. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1879,D3ZEH5,"GO:0035650; F:AP-1 adaptor complex binding; ISS:UniProtKB, GO:0035612; F:AP-2 adaptor complex binding; ISS:UniProtKB, GO:0051032; F:nucleic acid transmembrane transporter activity; ISS:UniProtKB, GO:0003677; F:DNA binding; IEA:UniProtKB-KW, GO:0003723; F:RNA binding; IEA:UniProtKB-KW, GO:0051033; F:RNA transmembrane transporter activity; IEA:InterPro.",7.C. Nucleic acids,H. CONFIDANCE,,6.C nucleic acid,,6.C nucleic acid*ISS:UniProtKB,6.C nucleic acid,6.C nucleic acid,
1880,Q6AXF6,"GO:0003725; F:double-stranded RNA binding; IDA:WormBase, GO:0051033; F:RNA transmembrane transporter activity; IEA:InterPro.",7.C. Nucleic acids,L2. CONFIDANCE,,,6.C nucleic acid,6.C nucleic acid*IEA:InterPro.,6.C nucleic acid,6.C nucleic acid,
1881,Q9GZC8,"GO:0003725; F:double-stranded RNA binding; IDA:WormBase, GO:0051033; F:RNA transmembrane transporter activity; IDA:WormBase, GO:0005215; F:transporter activity; NAS:UniProtKB.",7.C. Nucleic acids,VH. CONFIDANCE,6.C nucleic acid,,,6.C nucleic acid*IDA:WormBase,6.C nucleic acid,6.C nucleic acid,
1882,Q8LLD0,"GO:0015288; F:porin activity; ISS:TAIR, GO:0008139; F:nuclear localization sequence binding; IBA:GO_Central, GO:0003723; F:RNA binding; IBA:GO_Central, GO:0017056; F:structural constituent of nuclear pore; IBA:GO_Central.",7.C. Nucleic acids,X,NA,NA,NA,NA,NA,NA,
1883,Q8NA29,"GO:0051978; F:lysophospholipid transporter activity; IDA:BHF-UCL, GO:0015245; F:fatty acid transmembrane transporter activity; ISS:BHF-UCL, GO:0005548; F:phospholipid transporter activity; ISS:UniProtKB, GO:0015293; F:symporter activity; ISS:UniProtKB.",7.D. Lipids ,H. CONFIDANCE,7.B organophosphorus,4.A monocarboxylic acid,,7.B organophosphorus*IDA:BHF-UCL;4.A monocarboxylic acid*ISS:BHF-UCL,"7.B organophosphorus,4.A monocarboxylic acid","7.B organophosphorus,4.A monocarboxylic acid",
1884,P16258,"GO:0015485; F:cholesterol binding; IDA:BHF-UCL, GO:0070273; F:phosphatidylinositol-4-phosphate binding; ISS:UniProtKB, GO:0015248; F:sterol transporter activity; ISS:UniProtKB.",7.D. Lipids ,H. CONFIDANCE,,7.D Other organic,,7.D Other organic*ISS:UniProtKB.,7.D Other organic,7.D Other organic,
1885,Q5GJ75,"GO:0035091; F:phosphatidylinositol binding; ISS:UniProtKB, GO:0008526; F:phosphatidylinositol transporter activity; ISS:UniProtKB.",7.D. Lipids ,H. CONFIDANCE,,7.B organophosphorus,,7.B organophosphorus*ISS:UniProtKB.,7.B organophosphorus,7.B organophosphorus,
1886,Q8L4R0,GO:0005319; F:lipid transporter activity; IMP:TAIR.,7.D. Lipids ,H. CONFIDANCE,7.D Other organic,,,7.D Other organic*IMP:TAIR.,7.D Other organic,7.D Other organic,
1887,Q9LTR2,"GO:0005543; F:phospholipid binding; IDA:TAIR, GO:0005319; F:lipid transporter activity; IMP:TAIR.",7.D. Lipids ,H. CONFIDANCE,7.D Other organic,,,7.D Other organic*IMP:TAIR.,7.D Other organic,7.D Other organic,
1888,Q80X80,"GO:0043559; F:insulin binding; IDA:MGI, GO:0035091; F:phosphatidylinositol binding; ISS:UniProtKB, GO:0008526; F:phosphatidylinositol transporter activity; ISS:UniProtKB, GO:0005548; F:phospholipid transporter activity; ISS:UniProtKB.",7.D. Lipids ,H. CONFIDANCE,,7.B organophosphorus,,7.B organophosphorus*ISS:UniProtKB,7.B organophosphorus,7.B organophosphorus,
1889,A4IH46,GO:0046624; F:sphingolipid transporter activity; ISS:UniProtKB.,7.D. Lipids ,H. CONFIDANCE,,7.D Other organic,,7.D Other organic*ISS:UniProtKB.,7.D Other organic,7.D Other organic,
1890,Q66JG2,"GO:1902387; F:ceramide 1-phosphate binding; ISS:UniProtKB, GO:1902388; F:ceramide 1-phosphate transporter activity; ISS:UniProtKB, GO:0005543; F:phospholipid binding; ISS:UniProtKB, GO:0005548; F:phospholipid transporter activity; ISS:UniProtKB, GO:0120013; F:intermembrane lipid transfer activity; IEA:InterPro.",7.D. Lipids ,H. CONFIDANCE,,7.B organophosphorus;7.C amide;7.B organophosphorus,7.D Other organic,7.B organophosphorus;7.C amide*ISS:UniProtKB;7.B organophosphorus*ISS:UniProtKB;7.D Other organic*IEA:InterPro.,"7.B organophosphorus;7.C amide,7.B organophosphorus,7.D Other organic","7.B organophosphorus;7.C amide,7.B organophosphorus",
1891,Q91V24,"GO:0034188; F:apolipoprotein A-I receptor activity; IDA:Alzheimers_University_of_Toronto, GO:0005548; F:phospholipid transporter activity; IDA:MGI, GO:0016887; F:ATPase activity; ISO:MGI, GO:0090554; F:phosphatidylcholine-translocating ATPase activity; ISO:MGI, GO:0090556; F:phosphatidylserine-translocating ATPase activity; ISO:MGI, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central,GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",7.D,H. CONFIDANCE,7.B organophosphorus,2.B organic cation;7.B organophosphorus;5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus,,7.B organophosphorus*IDA:MGI;2.B organic cation;7.B organophosphorus*ISO:MGI;5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus*ISO:MGI,"7.B organophosphorus,2.B organic cation;7.B organophosphorus,5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus","7.B organophosphorus,2.B organic cation;7.B organophosphorus,5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus",
1892,Q8IZY2,"GO:0034188; F:apolipoprotein A-I receptor activity; IDA:Alzheimers_University_of_Toronto, GO:0016887; F:ATPase activity; IDA:BHF-UCL, GO:0090554; F:phosphatidylcholine-translocating ATPase activity; IDA:BHF-UCL, GO:0090556; F:phosphatidylserine-translocating ATPase activity; IDA:BHF-UCL, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0005524; F:ATP binding; TAS:ProtInc, GO:0005215; F:transporter activity; TAS:ProtInc.",7.D. Lipids ,H. CONFIDANCE,2.B organic cation;7.B organophosphorus;5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus,,,2.B organic cation;7.B organophosphorus*IDA:BHF-UCL;5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus*IDA:BHF-UCL,"2.B organic cation;7.B organophosphorus,5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus","2.B organic cation;7.B organophosphorus,5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus",
1893,Q08DX7,GO:0046624; F:sphingolipid transporter activity; IBA:GO_Central.,7.D. Lipids ,H. CONFIDANCE,,7.D Other organic,,7.D Other organic*IBA:GO_Central.,7.D Other organic,7.D Other organic,
1894,A2CER7,GO:0046624; F:sphingolipid transporter activity; IBA:GO_Central.,7.D. Lipids ,H. CONFIDANCE,,7.D Other organic,,7.D Other organic*IBA:GO_Central.,7.D Other organic,7.D Other organic,
1895,Q9D232,GO:0046624; F:sphingolipid transporter activity; IBA:GO_Central.,7.D. Lipids ,H. CONFIDANCE,,7.D Other organic,,7.D Other organic*IBA:GO_Central.,7.D Other organic,7.D Other organic,
1896,Q8VY77,GO:0005319; F:lipid transporter activity; IGI:TAIR.,7.D. Lipids ,L1. CONFIDANCE,7.D Other organic,,,7.D Other organic*IGI:TAIR.,7.D Other organic,7.D Other organic,
1897,Q18879,GO:0005319; F:lipid transporter activity; IMP:UniProtKB.,7.D. Lipids ,L1. CONFIDANCE,7.D Other organic,,,7.D Other organic*IMP:UniProtKB.,7.D Other organic,7.D Other organic,
1898,Q9BZF2,"GO:0015485; F:cholesterol binding; IDA:BHF-UCL, GO:0015248; F:sterol transporter activity; TAS:Reactome.",7.D. Lipids ,L1. CONFIDANCE,,7.D Other organic,,7.D Other organic*TAS:Reactome.,7.D Other organic,7.D Other organic,
1899,Q96SU4,"GO:0015248; F:sterol transporter activity; TAS:Reactome, GO:0008289; F:lipid binding; IEA:UniProtKB-KW.",7.D. Lipids ,L1. CONFIDANCE,,7.D Other organic,,7.D Other organic*TAS:Reactome,7.D Other organic,7.D Other organic,
1900,P37642,GO:0015221; F:lipopolysaccharide transmembrane transporter activity; IMP:EcoCyc.,7.D. Lipids ,L1. CONFIDANCE,3.C polysaccharide and derivative,,,3.C polysaccharide and derivative*IMP:EcoCyc.,3.C polysaccharide and derivative,3.C polysaccharide and derivative,
1901,Q9GQQ0,GO:0046624; F:sphingolipid transporter activity; IBA:GO_Central.,7.D. Lipids ,L1. CONFIDANCE,,7.D Other organic,,7.D Other organic*IBA:GO_Central.,7.D Other organic,7.D Other organic,
1902,Q8RXN0,"GO:0042803; F:protein homodimerization activity; IPI:TAIR, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0015245; F:fatty acid transmembrane transporter activity; TAS:TAIR, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",7.D. Lipids ,L1. CONFIDANCE,,4.A monocarboxylic acid,,4.A monocarboxylic acid*TAS:TAIR,4.A monocarboxylic acid,4.A monocarboxylic acid,
1903,Q12200,GO:0046624; F:sphingolipid transporter activity; IMP:SGD.,7.D. Lipids ,L1. CONFIDANCE,7.D Other organic,,,7.D Other organic*IMP:SGD.,7.D Other organic,7.D Other organic,
1904,Q9JIZ9,"GO:0048306; F:calcium-dependent protein binding; ISO:MGI, GO:0017128; F:phospholipid scramblase activity; IBA:GO_Central, GO:0017124; F:SH3 domain binding; IEA:UniProtKB-KW.",7.D. Lipids ,L1. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1905,Q9NRQ2,"GO:0042609; F:CD4 receptor binding; IPI:UniProtKB, GO:0019899; F:enzyme binding; IPI:UniProtKB, GO:0017128; F:phospholipid scramblase activity; IBA:GO_Central, GO:0005509; F:calcium ion binding; NAS:UniProtKB, GO:0017124; F:SH3 domain binding; IEA:UniProtKB-KW.",7.D. Lipids ,L1. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1906,Q9H4L5,"GO:0015485; F:cholesterol binding; IDA:BHF-UCL, GO:0015248; F:sterol transporter activity; TAS:Reactome.",7.D. Lipids ,L1. CONFIDANCE,,7.D Other organic,,7.D Other organic*TAS:Reactome.,7.D Other organic,7.D Other organic,
1907,Q8VEK0,GO:0015247; F:aminophospholipid transmembrane transporter activity; ISO:MGI.,7.D. Lipids ,L1. CONFIDANCE,,5.G Other oganic amino compounds;7.B organophosphorus,,5.G Other oganic amino compounds;7.B organophosphorus*ISO:MGI.,5.G Other oganic amino compounds;7.B organophosphorus,5.G Other oganic amino compounds;7.B organophosphorus,
1908,Q04006,GO:1990050; F:phosphatidic acid transporter activity; IBA:GO_Central.,7.D. Lipids ,L1. CONFIDANCE,,7.B organophosphorus,,7.B organophosphorus*IBA:GO_Central.,7.B organophosphorus,7.B organophosphorus,
1909,Q9BZF3,"GO:0015248; F:sterol transporter activity; TAS:Reactome, GO:0008289; F:lipid binding; IEA:UniProtKB-KW.",7.D. Lipids ,L1. CONFIDANCE,,7.D Other organic,,7.D Other organic*TAS:Reactome,7.D Other organic,7.D Other organic,
1910,P38206,"GO:0034202; F:glycolipid-translocating activity; TAS:Reactome, GO:0005319; F:lipid transporter activity; IEA:InterPro.",7.D lipids,L2. CONFIDANCE,,,7.D Other organic,7.D Other organic*IEA:InterPro.,7.D Other organic,7.D Other organic,
1911,Q8K448,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",7.D. Lipids ,L2. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1912,Q8IUA7,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",7.D. Lipids ,L2. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1913,Q86UK0,"GO:0005319; F:lipid transporter activity; IDA:BHF-UCL, GO:0034191; F:apolipoprotein A-I receptor binding; IPI:BHF-UCL, GO:0005102; F:signaling receptor binding; IPI:BHF-UCL, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0034040; F:lipid-transporting ATPase activity; IC:BHF-UCL, GO:0005524; F:ATP binding; NAS:UniProtKB.",7.D. Lipids ,L2. CONFIDANCE,7.D Other organic,,,7.D Other organic*IDA:BHF-UCL,7.D Other organic,7.D Other organic,
1914,Q6T3U4,"GO:0008144; F:drug binding; ISO:MGI, GO:0031489; F:myosin V binding; ISO:MGI, GO:0017137; F:Rab GTPase binding; ISO:MGI, GO:0005319; F:lipid transporter activity; IEA:InterPro.",7.D. Lipids ,L2. CONFIDANCE,,,7.D Other organic,7.D Other organic*IEA:InterPro.,7.D Other organic,7.D Other organic,
1915,O81016,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",7.D. Lipids ,L2. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1916,Q9ESR9,"GO:0005524; F:ATP binding; IDA:UniProtKB, GO:0016887; F:ATPase activity; ISS:UniProtKB, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central.",7.D. Lipids ,L2. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1917,Q9DFS4,"GO:0015485; F:cholesterol binding; ISS:UniProtKB, GO:0042803; F:protein homodimerization activity; ISS:UniProtKB, GO:0017127; F:cholesterol transporter activity; IEA:InterPro.",7.D. Lipids ,M1. CONFIDANCE,,,7.D Other organic,7.D Other organic*IEA:InterPro.,7.D Other organic,7.D Other organic,
1918,O35604,"GO:0015485; F:cholesterol binding; ISS:UniProtKB, GO:0005319; F:lipid transporter activity; IEA:InterPro.",7.D. Lipids ,M1. CONFIDANCE,,,7.D Other organic,7.D Other organic*IEA:InterPro.,7.D Other organic,7.D Other organic,
1919,A1A5B4,"GO:0005229; F:intracellular calcium activated chloride channel activity; IMP:UniProtKB, GO:0017128; F:phospholipid scramblase activity; IEA:Ensembl.",7.D. Lipids ,M1. CONFIDANCE,1.D inorganic anion,,,1.D inorganic anion*IMP:UniProtKB,1.D inorganic anion,1.D inorganic anion,
1920,Q9BYT9,"GO:0005229; F:intracellular calcium activated chloride channel activity; TAS:Reactome, GO:0017128; F:phospholipid scramblase activity; IEA:Ensembl, GO:0046983; F:protein dimerization activity; IEA:InterPro.",7.D. Lipids ,M1. CONFIDANCE,,1.D inorganic anion,,1.D inorganic anion*TAS:Reactome,1.D inorganic anion,1.D inorganic anion,
1921,Q9C8K2,"GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0005524; F:ATP binding; IEA:UniProtKB-KW.",7.D. Lipids ,M1. CONFIDANCE,NA,NA,NA,NA,NA,NA,
1922,P53860,"GO:0008526; F:phosphatidylinositol transporter activity; IDA:SGD, GO:0042802; F:identical protein binding; IPI:IntAct.",7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus,,,7.B organophosphorus*IDA:SGD,7.B organophosphorus,7.B organophosphorus,
1923,O95477,"GO:0034188; F:apolipoprotein A-I receptor activity; IDA:BHF-UCL, GO:0005524; F:ATP binding; IDA:BHF-UCL, GO:0016887; F:ATPase activity; IDA:BHF-UCL, GO:0017127; F:cholesterol transporter activity; IDA:BHF-UCL, GO:0090554; F:phosphatidylcholine-translocating ATPase activity; IDA:BHF-UCL, GO:0090556; F:phosphatidylserine-translocating ATPase activity; IDA:BHF-UCL, GO:0005548; F:phospholipid transporter activity; IDA:BHF-UCL, GO:0034186; F:apolipoprotein A-I binding; IPI:BHF-UCL, GO:0034185; F:apolipoprotein binding; IPI:BHF-UCL, GO:0051117; F:ATPase binding; IPI:BHF-UCL, GO:0005102; F:signaling receptor binding; IPI:BHF-UCL, GO:0031267; F:small GTPase binding; IPI:BHF-UCL, GO:0019905; F:syntaxin binding; IPI:BHF-UCL, GO:0008509; F:anion transmembrane transporter activity; ISS:BHF-UCL, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; IBA:GO_Central, GO:0015485; F:cholesterol binding; IC:BHF-UCL, GO:0005543; F:phospholipid binding; IC:BHF-UCL.",7.D. Lipids ,VH. CONFIDANCE,7.D Other organic;2.B organic cation;7.B organophosphorus;5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus;7.B organophosphorus,unspecificed anion,,7.D Other organic*IDA:BHF-UCL;2.B organic cation;7.B organophosphorus*IDA:BHF-UCL;5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus*IDA:BHF-UCL;7.B organophosphorus*IDA:BHF-UCL;unspecificed anion*ISS:BHF-UCL,"7.D Other organic,2.B organic cation;7.B organophosphorus,5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus,7.B organophosphorus,unspecificed anion","2.B organic cation;7.B organophosphorus,5.B amino acid derivative;5.G Other oganic amino compounds;7.B organophosphorus,7.B organophosphorus,unspecificed anion",
1924,Q9BZF1,"GO:0015485; F:cholesterol binding; IDA:BHF-UCL, GO:0070273; F:phosphatidylinositol-4-phosphate binding; IDA:UniProtKB, GO:0001786; F:phosphatidylserine binding; IDA:UniProtKB, GO:0005548; F:phospholipid transporter activity; IDA:UniProtKB.",7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus,,,7.B organophosphorus*IDA:UniProtKB.,7.B organophosphorus,7.B organophosphorus,
1925,Q9H0X9,"GO:0015485; F:cholesterol binding; IDA:BHF-UCL, GO:0070273; F:phosphatidylinositol-4-phosphate binding; IDA:UniProtKB, GO:0001786; F:phosphatidylserine binding; IDA:UniProtKB, GO:0005548; F:phospholipid transporter activity; IDA:UniProtKB, GO:0008142; F:oxysterol binding; NAS:UniProtKB.",7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus,,,7.B organophosphorus*IDA:UniProtKB,7.B organophosphorus,7.B organophosphorus,
1926,P47008,GO:0008526; F:phosphatidylinositol transporter activity; IDA:SGD.,7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus,,,7.B organophosphorus*IDA:SGD.,7.B organophosphorus,7.B organophosphorus,
1927,P35844,"GO:0008289; F:lipid binding; IDA:SGD, GO:0070300; F:phosphatidic acid binding; IDA:SGD, GO:0070273; F:phosphatidylinositol-4-phosphate binding; IDA:UniProtKB, GO:0015248; F:sterol transporter activity; IDA:UniProtKB, GO:0008142; F:oxysterol binding; IMP:SGD, GO:0005546; F:phosphatidylinositol-4,5-bisphosphate binding; IMP:SGD.",7.D. Lipids ,VH. CONFIDANCE,7.D Other organic,,,7.D Other organic*IDA:UniProtKB,7.D Other organic,7.D Other organic,
1928,P45844,"GO:0043531; F:ADP binding; IDA:BHF-UCL, GO:0005524; F:ATP binding; IDA:BHF-UCL, GO:0017127; F:cholesterol transporter activity; IDA:BHF-UCL, GO:0034437; F:glycoprotein transporter activity; IDA:BHF-UCL, GO:0005548; F:phospholipid transporter activity; IDA:BHF-UCL, GO:0042803; F:protein homodimerization activity; IDA:BHF-UCL, GO:0034041; F:sterol-transporting ATPase activity; IDA:BHF-UCL, GO:0019534; F:toxin transmembrane transporter activity; IDA:BHF-UCL, GO:0046982; F:protein heterodimerization activity; IPI:BHF-UCL, GO:0015485; F:cholesterol binding; IC:BHF-UCL, GO:0005543; F:phospholipid binding; IC:BHF-UCL, GO:0046983; F:protein dimerization activity; NAS:UniProtKB.",7.D. Lipids ,VH. CONFIDANCE,7.D Other organic;5.F protein;7.B organophosphorus;7.D Other organic,,,7.D Other organic*IDA:BHF-UCL;5.F protein*IDA:BHF-UCL;7.B organophosphorus*IDA:BHF-UCL;OTHER*IDA:BHF-UCL,"7.D Other organic,5.F protein,7.B organophosphorus,OTHER","5.F protein,7.B organophosphorus,OTHER",
1929,P0AF98,GO:0015437; F:lipopolysaccharide-transporting ATPase activity; IDA:EcoCyc.,7.D. Lipids ,VH. CONFIDANCE,3.C polysaccharide and derivative,,,3.C polysaccharide and derivative*IDA:EcoCyc.,3.C polysaccharide and derivative,3.C polysaccharide and derivative,
1930,Q12451,"GO:0008289; F:lipid binding; IDA:SGD, GO:0015248; F:sterol transporter activity; IDA:SGD, GO:0005545; F:1-phosphatidylinositol binding; ISS:SGD, GO:0008142; F:oxysterol binding; ISS:SGD.",7.D. Lipids ,VH. CONFIDANCE,7.D Other organic,,,7.D Other organic*IDA:SGD,7.D Other organic,7.D Other organic,
1931,Q02201,"GO:0008289; F:lipid binding; IDA:SGD, GO:0070300; F:phosphatidic acid binding; IDA:SGD, GO:0043325; F:phosphatidylinositol-3,4-bisphosphate binding; IDA:SGD, GO:0080025; F:phosphatidylinositol-3,5-bisphosphate binding; IDA:SGD, GO:0070273; F:phosphatidylinositol-4-phosphate binding; IDA:UniProtKB, GO:0010314; F:phosphatidylinositol-5-phosphate binding; IDA:SGD, GO:0001786; F:phosphatidylserine binding; IDA:UniProtKB, GO:0005548; F:phospholipid transporter activity; IDA:UniProtKB, GO:0008142; F:oxysterol binding; ISS:SGD.",7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus,,,7.B organophosphorus*IDA:UniProtKB,7.B organophosphorus,7.B organophosphorus,
1932,A6NFX1,GO:0046624; F:sphingolipid transporter activity; IDA:UniProtKB.,7.D. Lipids ,VH. CONFIDANCE,7.D Other organic,,,7.D Other organic*IDA:UniProtKB.,7.D Other organic,7.D Other organic,
1933,Q14AT5,"GO:0005229; F:intracellular calcium activated chloride channel activity; IDA:MGI, GO:0017128; F:phospholipid scramblase activity; IDA:MGI, GO:0046983; F:protein dimerization activity; IEA:InterPro.",7.D. Lipids ,VH. CONFIDANCE,1.D inorganic anion,,,1.D inorganic anion*IDA:MGI,1.D inorganic anion,1.D inorganic anion,
1934,Q5TA50,"GO:1902387; F:ceramide 1-phosphate binding; IDA:UniProtKB, GO:1902388; F:ceramide 1-phosphate transporter activity; IDA:UniProtKB, GO:0005543; F:phospholipid binding; IDA:UniProtKB, GO:0005548; F:phospholipid transporter activity; IDA:UniProtKB, GO:0120013; F:intermembrane lipid transfer activity; IEA:InterPro.",7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus;7.C amide;7.B organophosphorus,,7.D Other organic,7.B organophosphorus;7.C amide*IDA:UniProtKB;7.B organophosphorus*IDA:UniProtKB;7.D Other organic*IEA:InterPro.,"7.B organophosphorus;7.C amide,7.B organophosphorus,7.D Other organic","7.B organophosphorus;7.C amide,7.B organophosphorus",
1935,Q91VM4,GO:0046624; F:sphingolipid transporter activity; IDA:MGI.,7.D. Lipids ,VH. CONFIDANCE,7.D Other organic,,,7.D Other organic*IDA:MGI.,7.D Other organic,7.D Other organic,
1936,P9WK65,GO:0005319; F:lipid transporter activity; IDA:MTBBASE.,7.D. Lipids ,VH. CONFIDANCE,7.D Other organic,,,7.D Other organic*IDA:MTBBASE.,7.D Other organic,7.D Other organic,
1937,Q05776,"GO:1990050; F:phosphatidic acid transporter activity; IDA:SGD, GO:0008289; F:lipid binding; IEA:UniProtKB-KW.",7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus,,,7.B organophosphorus*IDA:SGD,7.B organophosphorus,7.B organophosphorus,
1938,O00562,"GO:0005509; F:calcium ion binding; IDA:UniProtKB, GO:0070300; F:phosphatidic acid binding; IDA:BHF-UCL, GO:0031210; F:phosphatidylcholine binding; IDA:BHF-UCL, GO:0035091; F:phosphatidylinositol binding; IDA:BHF-UCL, GO:0008526; F:phosphatidylinositol transporter activity; IDA:BHF-UCL, GO:0030971; F:receptor tyrosine kinase binding; IMP:UniProtKB.",7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus,,,7.B organophosphorus*IDA:BHF-UCL,7.B organophosphorus,7.B organophosphorus,
1939,Q9BZ72,"GO:0005509; F:calcium ion binding; IDA:UniProtKB, GO:0008526; F:phosphatidylinositol transporter activity; IDA:UniProtKB, GO:0030971; F:receptor tyrosine kinase binding; IMP:UniProtKB, GO:0008289; F:lipid binding; IEA:UniProtKB-KW.",7.D. Lipids ,VH. CONFIDANCE,7.B organophosphorus,,,7.B organophosphorus*IDA:UniProtKB,7.B organophosphorus,7.B organophosphorus,
1940,P78363,"GO:0016887; F:ATPase activity; IDA:BHF-UCL, GO:0090555; F:phosphatidylethanolamine-translocating ATPase activity; IDA:BHF-UCL, GO:0005524; F:ATP binding; TAS:ProtInc, GO:0042626; F:ATPase activity, coupled to transmembrane movement of substances; TAS:ProtInc, GO:0005395; F:eye pigment precursor transporter activity; TAS:Reactome, GO:0005215; F:transporter activity; TAS:ProtInc.",7.D. Lipids ,X,7.B organophosphorus,,,7.B organophosphorus*IDA:BHF-UCL,7.B organophosphorus,7.B organophosphorus,
1941,Q8BIJ7,"GO:0008565; F:protein transporter activity; IDA:MGI, GO:0042169; F:SH2 domain binding; ISO:MGI, GO:0017124; F:SH3 domain binding; ISO:MGI, GO:0008289; F:lipid binding; IEA:UniProtKB-KW, GO:0046872; F:metal ion binding; IEA:UniProtKB-KW.",7.D. Lipids ,X,5.F protein,,,5.F protein*IDA:MGI,5.F protein,5.F protein,
1942,Q9D1N2,"GO:0008035; F:high-density lipoprotein particle binding; IDA:MGI, GO:0008320; F:protein transmembrane transporter activity; IDA:BHF-UCL, GO:0035473; F:lipase binding; IPI:BHF-UCL, GO:0035478; F:chylomicron binding; IMP:BHF-UCL, GO:0071813; F:lipoprotein particle binding; IMP:UniProtKB, GO:0008289; F:lipid binding; IEA:UniProtKB-KW.",7.D. Lipids ,X,5.F protein,,,5.F protein*IDA:BHF-UCL,5.F protein,5.F protein,
